Length,Count,Coverage,Query,Mosquito,Lowest E-value,Greatest identity %,Greatest HSP length,Family,Description (HSP length)
956,43,4.534519,30_bowtie2_contig_16025,Culex tarsalis,0,94.15,958,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
428,10,2.362149533,16_bowtie2_1_contig_37029,Ochlerotatus dorsalis,1.50E-114,81.97,426,,"MT364305.1 Yalta virus isolate UA_Yal_14_16, complete genome"
820,33,3.945122,30_bowtie2_contig_21664,Culex tarsalis,0,90.01,810,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
4644,558,12.04048234,43_bowtie2_contig_4077,Culex tarsalis,0,98.43,4642,Rhabdoviridae,"MH664041.1 Flanders hapavirus isolate CO11-P336, complete genome"
877,4589,519.1448119,43_bowtie2_contig_581,Culex tarsalis,0,99.32,877,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
690,33,4.765217,30_bowtie2_contig_11975,Culex tarsalis,0,94.31,703,Tombusviridae,MW434928.1 Hubei mosquito virus 4 isolate CMS001_058_ALCO genomic sequence
3288,74944,2260.591241,8_bowtie2_1_contig_122,Aedes vexans,0.00E+00,73.93,3232,Birnaviridae,"NC_016517.1 Espirito Santo virus segment B, complete genome"
785,50,6.393630573,38_bowtie2_contig_6952,Culex tarsalis,0,98.34,785,Orthomyxoviridae,"MW434227.1 Astopletus virus isolate CMS001_046_ALCO polymerase PB2 gene, complete cds"
645,208,32.15194,30_bowtie2_contig_3329,Culex tarsalis,0,91.77,644,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
692,152,20.36849711,8_bowtie2_1_contig_3673,Aedes vexans,7.13E-153,77.7,686,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
417,8,1.930455635,6_bowtie2_1_contig_47997,Aedes vexans,0,99.04,416,Tymoviridae,"MT240795.1 Hubei macula-like virus 3 hypothetical protein 1 and RNA-dependent RNA polymerase super family 3 genes, complete cds"
416,14,3.396634615,11_bowtie2_1_contig_13855,Culex tarsalis,0,100,416,Virgaviridae,MW435011.1 Hubei virga-like virus 2 isolate CMS001_057_ALCO genomic sequence
1330,73,5.496992481,38_bowtie2_contig_6433,Culex tarsalis,0,99.89,901,Peribunyaviridae,"MW434549.1 Culex Bunyavirus 2 isolate CMS002_013a_SAND glycoprotein gene, complete cds"
645,23,3.596899225,33_bowtie2_1_contig_34194,Aedes vexans,0,94.1,644,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
2074,503,24.1837,30_bowtie2_contig_4194,Culex tarsalis,0,92.04,1306,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
813,43,5.337023,30_bowtie2_contig_8464,Culex tarsalis,0,97.54,813,Tombusviridae,MW434929.1 Hubei mosquito virus 4 isolate CMS001_049_ALCO genomic sequence
644,16,2.49378882,33_bowtie2_1_contig_36356,Aedes vexans,0,97.2,644,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
1220,110,8.918033,30_bowtie2_contig_5826,Culex tarsalis,0,90.41,1220,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
411,33,8.097323601,12_bowtie2_1_contig_14173,Culex tarsalis,1.86E-138,87.19,406,,"MH301287.1 Acyrthosiphon pisum virus isolate APV-VV, complete genome"
411,13,3.192214112,12_bowtie2_1_contig_14987,Culex tarsalis,0,98.54,410,Tymoviridae,"MT240795.1 Hubei macula-like virus 3 hypothetical protein 1 and RNA-dependent RNA polymerase super family 3 genes, complete cds"
411,14,3.379562044,6_bowtie2_1_contig_26587,Aedes vexans,0,87.56,410,Parvoviridae,"MH550148.1 Aedes albopictus densovirus isolate NC01_L3_1_trimmed_contig_5889-RC, complete genome"
1443,311,21.62577963,38_bowtie2_contig_9531,Culex tarsalis,0,99.72,1442,Peribunyaviridae,"MW434575.1 Culex Bunyavirus 2 isolate CMS001_046_ALCO nucleoprotein gene, complete cds"
600,72,12.03667,30_bowtie2_contig_5831,Culex tarsalis,0,89.17,600,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
408,18,4.362745098,12_bowtie2_1_contig_2596,Culex tarsalis,0,97.3,408,Partitiviridae,"MH188035.1 Culex mosquito virus 2 strain CMosV2/Santa Cruz, complete genome"
528,27,5.155303,30_bowtie2_contig_5968,Culex tarsalis,0,91.1,528,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
1213,177,14.31575,30_bowtie2_contig_6410,Culex tarsalis,0,90.75,1038,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
571,26,4.597197898,45_bowtie2_1_contig_30264,Aedes vexans,0,98.6,570,Rhabdoviridae,"NC_040599.1 Merida virus isolate MERD-Mex07, complete genome"
1976,93,4.749493927,43_bowtie2_contig_10190,Culex tarsalis,0,99.95,1976,Peribunyaviridae,"MW434604.1 Culex Bunyavirus 2 isolate CMS002_029e_WVAL RNA-dependent RNA polymerase gene, complete cds"
405,45,10.2345679,12_bowtie2_1_contig_5016,Culex tarsalis,0,97.28,405,,"MK948408.1 Porcine endogenous retrovirus isolate PERV_VIRES_GX05_C1 env protein gene, partial cds"
1967,246,12.58464667,34_bowtie2_contig_755,Culex tarsalis,0,95.28,1969,Tombusviridae,MW434931.1 Hubei mosquito virus 4 isolate CMS002_029c_WVAL genomic sequence
988,1223,121.9838057,34_bowtie2_contig_1317,Culex tarsalis,0,96.73,551,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
401,32,8.057356608,12_bowtie2_1_contig_5694,Culex tarsalis,0,99.75,401,Narnaviridae,MW434169.1 Culex narnavirus 1 isolate CMS002_029c_WVAL genomic sequence
1836,194,10.56427,30_bowtie2_contig_8270,Culex tarsalis,0,90.34,1843,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
401,35,8.603491272,4_bowtie2_1_contig_1143,Aedes vexans,0,93.27,401,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
537,31,5.729981,30_bowtie2_contig_8271,Culex tarsalis,0,93.48,537,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
400,9,2.2325,16_bowtie2_1_contig_40232,Ochlerotatus dorsalis,0,98.25,401,,"MH384324.1 La Jolla virus strain MELplus20518 putative polyprotein gene, complete cds"
400,10,2.4975,4_bowtie2_1_contig_37432,Aedes vexans,0,98.25,400,Iflaviridae,"MG545286.1 Sacbrood virus isolate MD1, complete genome"
1743,157,9.051061388,43_bowtie2_contig_5451,Culex tarsalis,0,95.47,1743,Tombusviridae,MW434930.1 Hubei mosquito virus 4 isolate CMS001_057_ALCO genomic sequence
1222,1187,96.29459902,34_bowtie2_contig_189,Culex tarsalis,0,97.52,790,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
398,16,4.030150754,10_bowtie2_1_contig_12590,Culex tarsalis,0,99.5,398,Virgaviridae,MW434998.1 Hubei virga-like virus 2 isolate CMS001_002_ALCO genomic sequence
397,16,4.035264484,11_bowtie2_1_contig_22002,Culex tarsalis,0,99.49,392,Narnaviridae,MW434136.1 Culex narnavirus 1 isolate CMS001_004_ALCO genomic sequence
397,16,3.843828715,9_bowtie2_1_contig_28915,Coquillettidia perturbans,5.14E-120,84.69,392,Picornavirales,"KX883934.1 Hubei picorna-like virus 14 strain QTM26191 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
577,23,3.975736568,43_bowtie2_contig_13845,Culex tarsalis,0,94.88,605,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
396,11,2.805555556,10_bowtie2_1_contig_18358,Culex tarsalis,0,100,396,Virgaviridae,"MT247704.1 UNVERIFIED: Hubei virga-like virus 2 strain 111 polyprotein-like gene, partial sequence"
909,54,5.96259626,43_bowtie2_contig_18767,Culex tarsalis,0,99.89,909,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
395,12,3.060759494,11_bowtie2_1_contig_23456,Culex tarsalis,0,99.75,395,Virgaviridae,MW435011.1 Hubei virga-like virus 2 isolate CMS001_057_ALCO genomic sequence
394,16,4.096446701,11_bowtie2_1_contig_14995,Culex tarsalis,0,100,394,Narnaviridae,MW434170.1 Culex narnavirus 1 isolate CMS002_029d_WVAL genomic sequence
394,21,5.352791878,18_bowtie2_1_contig_30975,Coquillettidia perturbans,0,99.21,379,Iflaviridae,"MT224138.1 Soybean thrips iflavirus 4 strain STN1 polyprotein gene, complete cds"
1218,197,16.30952381,45_bowtie2_1_contig_11157,Aedes vexans,0,99.51,1218,Rhabdoviridae,"MH664044.1 Flanders hapavirus isolate NE00-23, complete genome"
393,21,5.295165394,18_bowtie2_1_contig_24836,Coquillettidia perturbans,0,98.47,392,Iflaviridae,MW434113.1 Cafluga virus isolate CMS001_060_ALCO genomic sequence
3944,481,12.28093306,43_bowtie2_contig_2144,Culex tarsalis,0,99.77,3944,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
707,1215,169.2362093,34_bowtie2_contig_4074,Culex tarsalis,0,95.47,707,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
390,11,2.846153846,9_bowtie2_1_contig_28665,Coquillettidia perturbans,0,96.92,390,Tombusviridae,MW434931.1 Hubei mosquito virus 4 isolate CMS002_029c_WVAL genomic sequence
388,18,4.682989691,18_bowtie2_1_contig_29511,Coquillettidia perturbans,0,99.73,366,Iflaviridae,"MT224138.1 Soybean thrips iflavirus 4 strain STN1 polyprotein gene, complete cds"
386,13,3.35492228,10_bowtie2_1_contig_17282,Culex tarsalis,6.06E-176,95.84,385,Rhabdoviridae,MW434766.1 Canya virus isolate CMS001_031_ALCO genomic sequence
733,128,17.36562074,34_bowtie2_contig_11988,Culex tarsalis,0,91.13,733,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
723,69,9.517289073,34_bowtie2_contig_13004,Culex tarsalis,0,92.25,723,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
543,29,5.342541436,34_bowtie2_contig_21595,Culex tarsalis,0,91.14,542,Flaviviridae,MW434111.1 Placeda virus isolate CMS001_002_ALCO genomic sequence
633,28,4.467614534,43_bowtie2_contig_11789,Culex tarsalis,0,100,632,Peribunyaviridae,"MW434613.1 Culex Bunyavirus 2 isolate CMS001_041_ALCO RNA-dependent RNA polymerase gene, complete cds"
382,12,3.167539267,27_bowtie2_1_contig_34693,Aedes vexans,4.33E-108,83.16,380,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
382,60,15.83507853,10_bowtie2_1_contig_2432,Culex tarsalis,0,99.21,382,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
563,25,4.470692718,34_bowtie2_contig_23210,Culex tarsalis,0,92.9,563,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
757,81,10.8005284,38_bowtie2_contig_7242,Culex tarsalis,0,98.02,757,Orthomyxoviridae,"MW434223.1 Astopletus virus isolate CMS001_046_ALCO nucleoprotein gene, complete cds"
1058,90,8.542533081,38_bowtie2_contig_8982,Culex tarsalis,0,98,1048,Orthomyxoviridae,"MW434222.1 Astopletus virus isolate CMS001_027_ALCO nucleoprotein gene, complete cds"
379,10,2.664907652,12_bowtie2_1_contig_13233,Culex tarsalis,0,99.74,379,Virgaviridae,MW435011.1 Hubei virga-like virus 2 isolate CMS001_057_ALCO genomic sequence
378,12,3.203703704,8_bowtie2_1_contig_26361,Aedes vexans,3.07E-135,88.62,378,,"NC_003800.1 Squash mosaic virus RNA 2, complete sequence"
3414,19884,578.185413,8_bowtie2_1_contig_361,Aedes vexans,0,78.59,2171,Birnaviridae,"MT263973.1 Port Bolivar virus isolate GMC-202 segment A, complete sequence"
1467,118,8.116564417,43_bowtie2_contig_4051,Culex tarsalis,0,99.59,1467,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
377,19,5.074270557,10_bowtie2_1_contig_5537,Culex tarsalis,0,97.61,377,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
377,15,4.013262599,12_bowtie2_1_contig_12879,Culex tarsalis,6.74E-169,95.23,377,Totiviridae,MW434957.1 Stinn virus isolate CMS002_029d_WVAL genomic sequence
376,14,3.757978723,8_bowtie2_1_contig_32872,Aedes vexans,1.00E-109,83.78,376,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
376,9,2.412234043,10_bowtie2_1_contig_9287,Culex tarsalis,0,98.94,376,Tymoviridae,"MT240795.1 Hubei macula-like virus 3 hypothetical protein 1 and RNA-dependent RNA polymerase super family 3 genes, complete cds"
812,356,43.62807882,34_bowtie2_contig_2476,Culex tarsalis,0,91.87,812,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
375,13,3.496,10_bowtie2_1_contig_18398,Culex tarsalis,0,99.47,375,Virgaviridae,MW435011.1 Hubei virga-like virus 2 isolate CMS001_057_ALCO genomic sequence
818,2784,340.2347188,38_bowtie2_contig_1883,Culex tarsalis,0,92.54,818,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
373,64,17.26273458,12_bowtie2_1_contig_2868,Culex tarsalis,0,98.12,371,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
670,32,4.750746269,45_bowtie2_1_contig_26132,Aedes vexans,0,96.05,683,Orthomyxoviridae,"MW434407.1 Wuhan Mosquito Virus 6 isolate CMS001_034_ALCO polymerase PA gene, complete cds"
1454,113,7.728335626,34_bowtie2_contig_3026,Culex tarsalis,0,88.93,1481,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
2323,184,7.953938872,34_bowtie2_contig_4799,Culex tarsalis,0,90.23,2323,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
369,17,4.60704607,11_bowtie2_1_contig_741,Culex tarsalis,6.17E-163,94.85,369,Totiviridae,MW434957.1 Stinn virus isolate CMS002_029d_WVAL genomic sequence
369,13,3.441734417,11_bowtie2_1_contig_16885,Culex tarsalis,0,99.73,369,Virgaviridae,MW435000.1 Hubei virga-like virus 2 isolate CMS001_006_ALCO genomic sequence
2154,188,8.772980501,34_bowtie2_contig_8147,Culex tarsalis,0,97.35,2154,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
368,17,4.657608696,10_bowtie2_1_contig_6785,Culex tarsalis,2.45E-174,97.28,367,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
368,38,10.11956522,10_bowtie2_1_contig_16236,Culex tarsalis,1.65E-157,94.02,367,Totiviridae,MW434945.1 Gouley virus isolate CMS002_040a_COAV genomic sequence
766,166,21.5926893,34_bowtie2_contig_8880,Culex tarsalis,0,89.95,766,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
1076,151,14.12453532,45_bowtie2_1_contig_1267,Aedes vexans,0,99.35,1076,Rhabdoviridae,"MH664044.1 Flanders hapavirus isolate NE00-23, complete genome"
696,63,9.106321839,45_bowtie2_1_contig_4504,Aedes vexans,0,99.14,696,Rhabdoviridae,"MH664044.1 Flanders hapavirus isolate NE00-23, complete genome"
663,26,3.956259427,9_bowtie2_1_contig_13206,Coquillettidia perturbans,0,98.94,659,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
1048,7149,674.8206107,38_bowtie2_contig_27,Culex tarsalis,0,95.8,762,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
1634,4493,268.2276622,38_bowtie2_contig_659,Culex tarsalis,0,96.93,851,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
365,13,3.597260274,4_bowtie2_1_contig_28060,Aedes vexans,0,93.42,365,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
365,18,4.980821918,6_bowtie2_1_contig_45276,Aedes vexans,0,87.09,364,Parvoviridae,NC_004285.1 Aedes albopictus densovirus 2 DNA
1370,106,7.789051095,36_bowtie2_1_contig_11498,Aedes vexans,0,91.39,1370,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
3309,482,14.60803868,38_bowtie2_contig_1608,Culex tarsalis,0,90.53,3306,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
360,16,4.483333333,12_bowtie2_1_contig_13240,Culex tarsalis,1.61E-157,94.94,356,Rhabdoviridae,MW434766.1 Canya virus isolate CMS001_031_ALCO genomic sequence
360,20,5.436111111,16_bowtie2_1_contig_40982,Ochlerotatus dorsalis,2.09E-162,96.06,355,,MW434954.1 Nuyav virus isolate CMS001_012_ALCO genomic sequence
359,18,5.04735376,8_bowtie2_1_contig_31616,Aedes vexans,2.23E-168,96.94,359,Dicistroviridae,"MT096521.1 Black queen cell virus isolate FTA1-7, complete genome"
1059,7162,673.3002833,38_bowtie2_contig_708,Culex tarsalis,0,96.79,1059,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
357,10,2.820728291,8_bowtie2_1_contig_33472,Aedes vexans,1.23E-133,89.92,357,,"NC_003799.1 Squash mosaic virus RNA 1, complete sequence"
1906,134,7.041448059,38_bowtie2_contig_18541,Culex tarsalis,0,92.29,1906,Flaviviridae,MW434111.1 Placeda virus isolate CMS001_002_ALCO genomic sequence
551,18,3.288566243,45_bowtie2_1_contig_30943,Aedes vexans,0,98.91,550,Orthomyxoviridae,"MW434406.1 Wuhan Mosquito Virus 6 isolate CMS001_039_ALCO polymerase PA gene, complete cds"
582,1299,222.5395189,43_bowtie2_contig_182,Culex tarsalis,0,97.77,582,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
512,47,8.970703125,9_bowtie2_1_contig_25974,Coquillettidia perturbans,0,99.22,512,Luteoviridae,MW434855.1 Marma virus isolate CMS001_024_ALCO segment RNA2 genomic sequence
592,126,21.40371622,43_bowtie2_contig_10505,Culex tarsalis,0,99.32,587,Orthomyxoviridae,"MW434237.1 Astopletus virus isolate CMS001_046_ALCO hypothetical protein 3 gene, complete cds"
355,10,2.856338028,10_bowtie2_1_contig_15726,Culex tarsalis,0,100,354,Virgaviridae,MW435000.1 Hubei virga-like virus 2 isolate CMS001_006_ALCO genomic sequence
505,43,8.156435644,38_bowtie2_contig_20074,Culex tarsalis,0,89.11,505,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
354,10,2.762711864,10_bowtie2_1_contig_13958,Culex tarsalis,1.06E-178,99.72,353,Virgaviridae,MW435006.1 Hubei virga-like virus 2 isolate CMS002_053a_PLCR genomic sequence
1163,63,5.460017197,43_bowtie2_contig_12305,Culex tarsalis,0,99.66,1163,Peribunyaviridae,"MW434548.1 Culex Bunyavirus 2 isolate CMS001_030_ALCO glycoprotein gene, complete cds"
351,14,3.934472934,7_bowtie2_1_contig_26593,Aedes vexans,0,99.72,350,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
350,11,3.174285714,10_bowtie2_1_contig_18571,Culex tarsalis,1.67E-125,88.86,350,,"MH445380.1 Escherichia virus P1 isolate transconjugant 2(L-II), complete genome"
514,23,4.517509728,43_bowtie2_contig_13992,Culex tarsalis,0,99.61,514,Peribunyaviridae,"MH188052.1 Culex Bunyavirus 2 strain CBunV2/Fresno, complete genome"
349,8,2.309455587,27_bowtie2_1_contig_42167,Aedes vexans,1.36E-164,97.13,349,Picornavirales,"MT293153.1 Hubei arthropod virus 1 strain STN1 polyprotein gene, complete cds"
347,19,5.530259366,16_bowtie2_1_contig_33218,Ochlerotatus dorsalis,1.66E-106,85.76,337,,"MT364305.1 Yalta virus isolate UA_Yal_14_16, complete genome"
798,40,5.011278195,45_bowtie2_1_contig_7304,Aedes vexans,0,95.07,831,Orthomyxoviridae,"MW434390.1 Wuhan Mosquito Virus 6 isolate CMS002_029c_WVAL nucleoprotein gene, complete cds"
254,14,5.566929134,6_bowtie2_1_contig_43244,Aedes vexans,0,99.21,254,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
628,224,35.72770701,45_bowtie2_1_contig_7941,Aedes vexans,0,99.68,623,Orthomyxoviridae,"MW434474.1 Wuhan Mosquito Virus 6 isolate CMS001_036_ALCO hypothetical protein 3 gene, complete cds"
712,28,3.960674157,38_bowtie2_contig_23189,Culex tarsalis,0,97.06,714,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
345,7,2.046376812,8_bowtie2_1_contig_25603,Aedes vexans,2.78E-173,99.42,345,Orthomyxoviridae,"MW434459.1 Wuhan Mosquito Virus 6 isolate CMS001_036_ALCO hypothetical protein gene, complete cds"
345,7,2.052173913,12_bowtie2_1_contig_15037,Culex tarsalis,2.28E-174,99.71,345,Virgaviridae,MW435011.1 Hubei virga-like virus 2 isolate CMS001_057_ALCO genomic sequence
589,478,79.96264856,43_bowtie2_contig_183,Culex tarsalis,0,92.53,589,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
669,49,7.381165919,9_bowtie2_1_contig_27072,Coquillettidia perturbans,0,97.75,668,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
535,18,3.28411215,38_bowtie2_contig_24382,Culex tarsalis,0,89.53,535,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
1459,882,58.98355038,38_bowtie2_contig_2494,Culex tarsalis,0,91.8,549,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
344,14,4.084302326,11_bowtie2_1_contig_16804,Culex tarsalis,1.86E-175,100,344,Virgaviridae,MW435009.1 Hubei virga-like virus 2 isolate CMS001_048_ALCO genomic sequence
344,8,2.331395349,15_bowtie2_1_contig_27409,Ochlerotatus dorsalis,6.95E-162,97.92,337,Reoviridae,MW434754.1 Lasigmu virus isolate CMS001_012_ALCO genomic sequence
566,987,173.5812721,43_bowtie2_contig_3859,Culex tarsalis,0,94.49,563,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
525,321,60.29333333,43_bowtie2_contig_4156,Culex tarsalis,0,96.38,525,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
343,10,2.944606414,11_bowtie2_1_contig_11866,Culex tarsalis,1.74E-150,94.75,343,Totiviridae,MW434957.1 Stinn virus isolate CMS002_029d_WVAL genomic sequence
341,42,10.32258065,12_bowtie2_1_contig_2256,Culex tarsalis,1.85E-156,96.48,339,,"MK948408.1 Porcine endogenous retrovirus isolate PERV_VIRES_GX05_C1 env protein gene, partial cds"
430,25,5.846511628,9_bowtie2_1_contig_27915,Coquillettidia perturbans,0,98.6,430,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
340,13,3.814705882,10_bowtie2_1_contig_11894,Culex tarsalis,1.16E-171,99.71,340,Narnaviridae,MW434207.1 Culex narnavirus 1 isolate CMS002_023a_SAND genomic sequence
339,32,9.076696165,9_bowtie2_1_contig_28682,Coquillettidia perturbans,5.27E-119,88.46,338,Parvoviridae,NC_004285.1 Aedes albopictus densovirus 2 DNA
338,10,2.881656805,27_bowtie2_1_contig_4401,Aedes vexans,2.38E-161,97.63,338,Iflaviridae,MW434113.1 Cafluga virus isolate CMS001_060_ALCO genomic sequence
338,10,2.985207101,12_bowtie2_1_contig_12640,Culex tarsalis,1.41E-170,99.7,338,Virgaviridae,MW435000.1 Hubei virga-like virus 2 isolate CMS001_006_ALCO genomic sequence
337,9,2.691394659,11_bowtie2_1_contig_17535,Culex tarsalis,4.89E-170,99.7,337,Virgaviridae,MN661131.1 Hubei virga-like virus 2 strain Cx 1773-4 genomic sequence
1039,41,3.969201155,38_bowtie2_contig_6469,Culex tarsalis,0,90.3,1031,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
336,9,2.702380952,18_bowtie2_1_contig_25122,Coquillettidia perturbans,1.94E-162,98.5,333,Iflaviridae,MW434113.1 Cafluga virus isolate CMS001_060_ALCO genomic sequence
335,8,2.411940299,8_bowtie2_1_contig_31034,Aedes vexans,3.73E-165,99.1,334,Orthomyxoviridae,"MW434458.1 Wuhan Mosquito Virus 6 isolate CMS001_002_ALCO hypothetical protein gene, complete cds"
990,183,18.11616162,38_bowtie2_contig_9073,Culex tarsalis,0,93.1,566,Flaviviridae,MW434111.1 Placeda virus isolate CMS001_002_ALCO genomic sequence
534,21,3.964419476,38_bowtie2_contig_24565,Culex tarsalis,0,98.31,534,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
333,8,2.426426426,18_bowtie2_1_contig_32157,Coquillettidia perturbans,1.21E-158,97.6,333,Iflaviridae,MW434113.1 Cafluga virus isolate CMS001_060_ALCO genomic sequence
331,10,2.867069486,9_bowtie2_1_contig_14733,Coquillettidia perturbans,4.49E-164,99.09,331,Orthomyxoviridae,"MW434419.1 Wuhan Mosquito Virus 6 isolate CMS002_029c_WVAL polymerase PB2 gene, complete cds"
330,14,4.284848485,16_bowtie2_1_contig_28915,Ochlerotatus dorsalis,9.86E-141,93.94,330,Iflaviridae,MW434113.1 Cafluga virus isolate CMS001_060_ALCO genomic sequence
328,10,3.070121951,4_bowtie2_1_contig_38827,Aedes vexans,0,96.04,328,,"NC_003820.1 White clover mosaic virus, complete genome"
327,18,5.516819572,6_bowtie2_1_contig_27189,Aedes vexans,0,99.08,327,Tymoviridae,"MT240795.1 Hubei macula-like virus 3 hypothetical protein 1 and RNA-dependent RNA polymerase super family 3 genes, complete cds"
589,38,6.434634975,45_bowtie2_1_contig_19931,Aedes vexans,0,98.98,587,Orthomyxoviridae,"MW434237.1 Astopletus virus isolate CMS001_046_ALCO hypothetical protein 3 gene, complete cds"
632,18,2.876582278,44_bowtie2_1_contig_16670,Coquillettidia perturbans,0,94.77,631,Iflaviviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
606,37,6.158415842,45_bowtie2_1_contig_11084,Aedes vexans,0,92.24,606,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
326,13,4.024539877,11_bowtie2_1_contig_22351,Culex tarsalis,2.29E-161,99.08,326,Virgaviridae,MW435008.1 Hubei virga-like virus 2 isolate CMS001_020_ALCO genomic sequence
326,24,7.420245399,4_bowtie2_1_contig_32856,Aedes vexans,0,92.05,327,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
1538,438,28.53641092,43_bowtie2_contig_309,Culex tarsalis,0,99.8,1537,Peribunyaviridae,"MW434578.1 Culex Bunyavirus 2 isolate CMS001_041_ALCO nucleoprotein gene, complete cds"
